colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1996,3,22,5,1824,1810,1955,1955,WN,945,N385,151,165,138,0,14,OMA,PHX,1037,2,11,0,,0,1,0,9,0,11
1997,11,6,4,1014,1018,1352,1345,HP,2515,N156AW,158,147,136,7,-4,PHX,OMA,1037,5,17,0,,0,1,0,0,0,16
2005,4,28,4,1120,1120,1216,1210,WN,276,N438,176,170,165,6,0,OMA,PHX,1037,3,8,0,,0,0,0,0,0,0
1999,11,6,6,711,715,1031,1039,US,2111,N925VJ,140,144,125,-8,-4,MCI,PHL,1038,4,11,0,,0,0,0,0,0,0
1999,5,15,6,657,656,939,929,AA,1202,N565AA,162,153,144,10,1,SAT,ORD,1041,7,11,0,,0,0,0,0,0,26
2002,1,11,5,1517,1520,1811,1820,AA,2051,N450A1,174,180,148,-9,-3,ORD,SAT,1041,7,19,0,,0,46,0,0,0,0
2005,12,22,4,1124,1130,1424,1408,NW,1643,N610NW,180,158,150,16,-6,TPA,GRR,1041,4,26,0,,0,0,0,0,0,0
2005,12,18,7,1613,1620,1834,1820,XE,2352,N13949,201,180,181,14,-7,RDU,IAH,1043,12,8,0,,0,0,0,0,0,0
2007,2,20,2,1122,1130,1341,1339,XE,2152,N12172,199,189,186,2,-8,RDU,IAH,1043,3,10,0,,0,0,0,0,0,0
2007,8,13,1,1447,1450,1628,1642,XE,2045,N13123,161,172,141,-14,-3,RDU,IAH,1043,8,12,0,,0,0,0,2,0,26
1991,10,18,5,1430,1428,1510,1512,HP,664,,160,164,0,-2,2,MCI,PHX,1044,0,0,0,,0,0,0,0,0,0
1994,5,5,4,2000,2000,2040,2040,WN,1790,,160,160,0,0,0,MCI,PHX,1044,0,0,0,,0,0,0,0,0,0
2000,6,29,4,922,915,1344,1355,WN,321,N615,142,160,127,-11,7,PHX,MCI,1044,4,11,0,,0,0,0,0,0,0
2002,12,21,6,1745,1745,1956,1945,WN,961,N388,191,180,176,11,0,MCI,PHX,1044,10,5,0,,0,0,0,0,0,0
1990,7,19,4,740,740,1007,1011,AA,200,,147,151,0,-4,0,MIA,SJU,1045,0,0,0,,0,0,0,0,0,0
1993,11,26,5,2141,2130,59,50,TW,492,,138,140,0,9,11,MIA,SJU,1045,0,0,0,,0,0,0,0,0,0
1994,4,5,2,1010,1010,1301,1245,AA,508,,171,155,0,16,0,SJU,MIA,1045,0,0,0,,0,0,0,0,0,0
1994,10,18,2,1514,1515,1747,1750,AA,298,,153,155,0,-3,-1,SJU,MIA,1045,0,0,0,,0,0,0,0,0,0
1996,7,25,4,1048,1005,1307,1237,AA,2177,N5BSAA,139,152,121,30,43,SJU,MIA,1045,6,12,0,,0,0,0,0,0,0
2001,2,8,4,1332,1335,1514,1526,AA,1600,N063A1,162,171,136,-12,-3,SJU,MIA,1045,7,19,0,,0,0,0,0,0,0
2005,5,2,1,1758,1800,2024,2040,AA,1522,N5CJAA,146,160,132,-16,-2,SJU,MIA,1045,5,9,0,,0,0,0,0,0,0
2006,4,24,1,958,1000,1233,1242,AA,1961,N5DLAA,155,162,140,-9,-2,SJU,MIA,1045,6,9,0,,0,0,0,12,0,12
2005,2,16,3,1644,1630,1833,1819,US,318,N591US,169,169,156,14,14,SJU,FLL,1046,3,10,0,,0,0,0,0,0,0
2005,6,5,7,1602,1610,1940,1952,MQ,4523,N711PH,158,162,138,-12,-8,STL,BOS,1046,6,14,0,,0,7,0,0,0,10
2006,6,22,4,712,715,922,905,AA,1049,N4YSAA,190,170,146,17,-3,BOS,STL,1046,4,40,0,,0,0,0,0,0,0
1990,1,16,2,1145,1145,1427,1443,EA,717,,162,178,0,-16,0,LGA,SRQ,1047,0,0,0,,0,0,0,0,0,0
1993,5,28,5,1807,1810,2133,2146,NW,678,,146,156,0,-13,-3,MSP,BDL,1050,0,0,0,,0,0,15,0,0,0
1993,8,5,4,1657,1700,1850,1855,NW,1095,,173,175,0,-5,-3,BDL,MSP,1050,0,0,0,,0,0,0,0,0,0
1999,2,20,6,1723,1725,1910,1935,NW,1569,N8878Z,167,190,142,-25,-2,BDL,MSP,1050,13,12,0,,0,0,0,0,0,0
2000,5,30,2,1050,1050,1320,1350,WN,1166,N647,150,180,140,-30,0,BDL,MCO,1050,2,8,0,,0,0,0,0,0,0
2003,6,18,3,1302,1200,1529,1443,AS,571,N958AS,147,163,128,46,62,SAN,SEA,1050,8,11,0,,0,0,0,0,0,0
2006,9,10,7,1002,1000,1246,1250,WN,1945,N483,164,170,147,-4,2,BDL,MCO,1050,6,11,0,,0,0,0,34,0,0
2007,3,26,1,2121,2055,2359,2338,AS,592,N617AS,158,163,144,21,26,SEA,SAN,1050,3,11,0,,0,91,0,0,0,0
2008,12,5,5,1410,1410,1713,1705,DL,1409,N964DL,183,175,165,8,0,BDL,MCO,1050,5,13,0,,0,0,0,0,0,0
1993,1,23,6,120,120,536,544,AA,1004,,136,144,0,-8,0,LAS,DFW,1055,0,0,0,,0,0,0,0,0,0
1993,4,7,3,724,725,1153,1158,DL,600,,149,153,0,-5,-1,LAS,DFW,1055,0,0,0,,0,0,0,0,0,0
1996,10,1,2,2156,2156,2231,2239,AA,1121,N298AA,155,163,138,-8,0,DFW,LAS,1055,5,12,0,,0,0,0,0,0,0
2003,8,9,6,1630,1610,1706,1656,AA,663,N464AA,156,166,135,10,20,DFW,LAS,1055,7,14,0,,0,0,0,0,0,0
2005,12,4,7,1705,1635,2138,2110,FL,118,N922AT,153,155,122,28,30,LAS,DFW,1055,13,18,0,,0,0,0,0,0,0
1995,12,11,1,817,820,1010,1014,TW,257,N950U,173,174,152,-4,-3,FLL,STL,1056,8,13,0,,0,0,0,0,0,0
2001,9,30,7,1305,1304,1655,1652,TW,520,-N9627,170,168,135,3,1,STL,FLL,1056,3,32,0,,0,0,0,0,0,0
1987,10,21,3,1040,1040,1427,1421,CO,1796,,167,161,0,6,0,DEN,MSY,1062,0,0,0,,0,0,0,0,0,0
1990,4,3,2,1015,1015,1302,1258,CO,1012,,167,163,0,4,0,CLE,FLL,1062,0,0,0,,0,0,0,0,0,0
1992,9,13,7,1910,1906,2101,2101,AA,1021,,171,175,0,0,4,RDU,DFW,1062,0,0,0,,0,0,0,0,0,0
2003,2,18,2,2045,2049,2359,14,AA,1242,N581AA,134,145,120,-15,-4,DFW,RDU,1062,4,10,0,,0,0,0,0,0,0
2003,5,22,4,637,637,825,845,EV,4766,N901EV,168,188,151,-20,0,RDU,DFW,1062,5,12,0,,0,10,0,5,0,0
2003,7,29,2,1843,1847,2219,2228,AA,1042,N278AA,156,161,138,-9,-4,DFW,RDU,1062,6,12,0,,0,0,0,0,0,0
2004,7,23,5,1139,1140,1427,1432,CO,317,N17326,168,172,137,-5,-1,CLE,FLL,1062,4,27,0,,0,0,0,0,0,0
2006,12,16,6,1744,1750,2117,2120,AA,510,N4WPAA,153,150,134,-3,-6,DFW,RDU,1062,4,15,0,,0,0,0,0,0,0
2007,8,19,7,848,850,1028,1035,AA,567,N570AA,160,165,144,-7,-2,RDU,DFW,1062,6,10,0,,0,0,0,0,0,0
2008,6,25,3,1843,1810,2038,1955,UA,1469,N469UA,175,165,157,43,33,MSY,DEN,1062,7,11,0,,0,0,0,0,0,0
1990,3,13,2,1735,1715,2035,2025,CO,1705,,180,190,0,10,20,EWR,FLL,1065,0,0,0,,0,0,0,0,0,0
1993,8,13,5,1740,1620,2127,1923,CO,663,,227,183,0,124,80,EWR,FLL,1065,0,0,0,,0,0,0,0,0,0
1997,4,1,2,2156,2055,37,2339,CO,268,N13881,161,164,144,58,61,FLL,EWR,1065,5,12,0,,0,0,0,0,0,0
1999,2,20,6,1218,1220,1516,1515,DL,2524,N321DL,178,175,146,1,-2,FLL,EWR,1065,8,24,0,,0,0,0,0,0,0
2001,2,9,5,1448,1455,1820,1755,CO,1032,N14118,212,180,181,25,-7,FLL,EWR,1065,10,21,0,,0,0,0,0,0,0
2005,10,18,2,2016,2020,2324,2319,CO,1501,N32404,188,179,152,5,-4,EWR,FLL,1065,3,33,0,,0,0,0,18,0,0
2006,2,24,5,2353,2120,236,2359,B6,512,N503JB,163,159,145,157,153,FLL,EWR,1065,6,12,0,,0,0,0,0,0,0
1989,4,3,1,1203,1107,1542,1446,TW,496,,159,159,0,56,56,STL,MIA,1068,0,0,0,,0,0,0,0,0,0
1992,1,19,7,1040,1030,1417,1407,TW,496,,157,157,0,10,10,STL,MIA,1068,0,0,0,,0,0,0,0,0,0
1992,8,25,2,1405,1405,1700,1656,CO,391,,175,171,0,4,0,RSW,EWR,1068,0,0,0,,0,0,0,0,0,0
1997,4,13,7,1440,1440,1652,1641,US,777,N240AU,192,181,174,11,0,PIT,DFW,1068,4,14,0,,0,44,0,0,0,0
1998,8,18,2,1332,1330,1521,1514,TW,403,N24343,169,164,143,7,2,MIA,STL,1068,5,21,0,,0,0,0,0,0,0
1998,8,29,6,1158,1145,1342,1331,US,1588,N802US,164,166,147,11,13,PIT,DFW,1068,4,13,0,,0,0,0,0,0,0
2002,11,7,4,1751,1758,2001,2006,AA,501,N205AA,190,188,155,-5,-7,PIT,DFW,1068,23,12,0,,0,0,0,0,0,0
2004,3,8,1,1935,1933,2311,2308,AA,552,N538AA,156,155,132,3,2,DFW,PIT,1068,8,16,0,,0,0,0,0,0,0
2008,3,26,3,1930,1930,2255,2305,MQ,3645,N501BG,145,155,124,-10,0,DFW,PIT,1068,6,15,0,,0,0,0,0,0,0
2008,3,28,5,1057,1100,1348,1359,CO,477,N12327,171,179,152,-11,-3,RSW,EWR,1068,5,14,0,,0,0,0,0,0,0
2000,4,6,4,1310,1255,1408,1350,DL,1497,N919DE,178,175,151,18,15,CVG,DEN,1069,8,19,0,,0,0,0,0,0,0
2003,2,14,5,1150,1150,1431,1430,B6,22,N535JB,161,160,134,1,0,FLL,JFK,1069,3,24,0,,0,0,0,0,0,0
2003,9,28,7,2114,2115,3,5,B6,11,N544JB,169,170,153,-2,-1,JFK,FLL,1069,3,13,0,,0,0,0,0,0,0
2005,2,26,6,1012,1010,1258,1250,B6,16,N580JB,166,160,136,8,2,FLL,JFK,1069,3,27,0,,0,0,0,0,0,0
2008,7,25,5,1653,1700,1806,1752,DL,45,N966DL,193,172,166,14,-7,CVG,DEN,1069,9,18,0,,0,0,0,0,0,0
1998,10,31,6,701,705,936,1005,DL,2417,N301DL,155,180,131,-29,-4,PVD,MCO,1073,9,15,0,,0,0,0,0,0,0
1998,12,18,5,1815,1815,2100,2057,US,2684,N252AU,165,162,151,3,0,MCO,ALB,1073,4,10,0,,0,0,0,0,0,0
1999,6,30,3,1752,1755,2128,2041,US,2684,N266AU,216,166,147,47,-3,MCO,ALB,1073,5,64,0,,0,0,0,0,0,0
2007,6,25,1,902,825,1146,1115,WN,1831,N497WN,164,170,149,31,37,PVD,MCO,1073,5,10,0,,0,0,0,0,0,0
2007,8,27,1,1508,1515,1808,1820,B6,137,N534JB,180,185,161,-12,-7,JFK,RSW,1074,3,16,0,,0,0,0,0,0,0
1993,2,3,3,1859,1855,2154,2217,US,115,,175,202,0,-23,4,LGA,FLL,1076,0,0,0,,0,0,0,0,0,0
1993,9,20,1,2050,2050,2331,2328,DL,704,,161,158,0,3,0,FLL,LGA,1076,0,0,0,,0,0,0,0,0,0
1994,2,8,2,651,650,911,855,CO,1293,,200,185,0,16,1,DTW,IAH,1076,0,0,0,,0,0,0,0,0,0
1995,2,14,2,1625,1615,1909,1859,DL,792,N402DA,164,164,144,10,10,FLL,LGA,1076,8,12,0,,0,0,0,0,0,0
1999,7,12,1,1211,1215,1617,1606,NW,1834,N964N,186,171,146,11,-4,IAH,DTW,1076,19,21,0,,0,0,0,0,0,0
1999,7,25,7,2301,2055,201,2342,DL,447,N113DA,180,167,147,139,126,LGA,FLL,1076,5,28,0,,0,0,0,0,0,0
1999,11,5,5,1532,1505,1726,1711,NW,1829,N611NA,174,186,146,15,27,DTW,IAH,1076,6,22,0,,0,0,0,0,0,0
2000,6,7,3,1912,1920,2245,2222,AA,685,N481AA,213,182,145,23,-8,LGA,FLL,1076,12,56,0,,0,0,0,0,0,0
2003,11,4,2,743,749,1028,1053,AA,2039,N5DXAA,165,184,145,-25,-6,LGA,FLL,1076,9,11,0,,0,0,0,0,0,0
2004,5,18,2,659,700,948,947,AA,1356,N5DUAA,169,167,143,1,-1,FLL,LGA,1076,8,18,0,,0,0,0,0,0,0
2004,9,2,4,1056,1100,1408,1400,AA,883,N5TJAA,192,180,159,8,-4,LGA,FLL,1076,5,28,0,,0,0,0,0,0,0
2004,11,23,2,636,630,924,925,B6,370,N535JB,168,175,140,-1,6,FLL,LGA,1076,12,16,0,,0,0,0,16,0,0
1995,7,10,1,2028,1915,2345,2201,AA,930,N899AA,197,166,138,104,73,MIA,CLE,1080,6,53,0,,0,0,0,0,0,0
2005,11,2,3,2006,2010,2254,2305,MQ,4407,N846AE,168,175,150,-11,-4,MIA,CLE,1080,4,14,0,,0,0,0,0,0,0
2006,2,1,3,1254,1300,1542,1559,XE,3293,N34110,168,179,149,-17,-6,MIA,CLE,1080,4,15,0,,0,0,0,0,0,0
1996,4,1,1,2227,2040,58,2327,NW,1114,N522US,151,167,129,91,107,DTW,RSW,1085,4,18,0,,0,0,0,0,0,0
1997,6,26,4,2100,2045,2333,2326,NW,1568,N329NW,153,161,135,7,15,DTW,RSW,1085,3,15,0,,0,0,0,0,0,0
1988,5,29,7,1501,1500,1822,1749,CO,364,,201,169,0,33,1,MIA,EWR,1086,0,0,0,,0,0,0,0,0,0
1992,1,24,5,906,907,1137,1203,CO,326,,151,176,0,-26,-1,MIA,EWR,1086,0,0,0,,0,0,0,0,0,0
2000,11,4,6,1156,1200,1451,1508,CO,652,N83873,175,188,152,-17,-4,MIA,EWR,1086,8,15,0,,0,0,0,0,0,0
2001,6,4,1,1636,1640,2013,2030,DL,1656,-N979D,157,170,134,-17,-4,SLC,SAT,1086,4,19,0,,0,0,0,0,0,0
1987,12,14,1,830,830,1130,1136,PA (1),369,,180,186,0,-6,0,JFK,MIA,1090,0,0,0,,0,0,0,0,0,0
1991,2,11,1,1813,1810,2129,2132,TW,5,,196,202,0,-3,3,JFK,MIA,1090,0,0,0,,0,0,0,0,0,0
1996,6,21,5,1649,1629,1935,1932,TW,189,N9402W,166,183,141,3,20,JFK,MIA,1090,6,19,0,,0,0,0,0,0,0
1997,3,3,1,152,152,625,616,HP,2122,N309AW,153,144,125,9,0,LAS,AUS,1090,5,23,0,,0,0,0,0,0,0
1998,6,13,6,1301,1240,1540,1523,DL,2008,N523DA,159,163,137,17,21,MIA,JFK,1090,8,14,0,,0,0,0,0,0,0
2000,7,6,4,1928,1910,2214,2222,DL,885,N293WA,166,192,128,-8,18,JFK,MIA,1090,5,33,0,,0,39,0,4,0,0
2005,12,28,3,558,600,858,906,AA,1291,N059AA,180,186,154,-8,-2,JFK,MIA,1090,5,21,0,,0,0,0,0,0,0
1991,4,1,1,1931,1931,2118,2137,CO,1049,,167,186,0,-19,0,CLE,IAH,1091,0,0,0,,0,0,0,5,0,64
1991,7,19,5,811,807,1158,1147,CO,1070,,167,160,0,11,4,IAH,CLE,1091,0,0,0,,0,0,0,0,0,0
1995,12,3,7,1213,1155,1404,1348,CO,583,N14840,171,173,151,16,18,CLE,IAH,1091,5,15,0,,0,0,0,0,0,0
1997,1,21,2,700,700,858,859,CO,1989,N16893,178,179,157,-1,0,CLE,IAH,1091,6,15,0,,0,0,0,0,0,0
2002,5,18,6,606,610,801,807,CO,1045,N18350,175,177,150,-6,-4,CLE,IAH,1091,13,12,0,,0,0,0,0,0,0
2006,8,31,4,1237,1240,1425,1444,CO,245,N17328,168,184,148,-19,-3,CLE,IAH,1091,3,17,0,,0,0,0,0,0,0
2007,1,13,6,1727,1734,1932,1948,CO,1645,N14639,185,194,158,-16,-7,CLE,IAH,1091,12,15,0,,0,0,0,0,0,0
1988,5,6,5,1525,1525,1748,1803,EA,751,,143,158,0,-15,0,ISP,FLL,1093,0,0,0,,0,0,0,0,0,0
1995,4,20,4,1156,1200,1412,1409,NW,273,N9346,196,189,180,3,-4,DTW,HOU,1093,4,12,0,,0,0,0,0,0,0
1996,12,15,7,1625,1600,1950,1942,NW,274,N8978E,145,162,132,8,25,HOU,DTW,1093,5,8,0,,0,0,0,0,0,0
1997,10,24,5,829,820,1126,1125,DL,2551,N312DL,177,185,163,1,9,ISP,FLL,1093,3,11,0,,0,0,0,0,0,0
1994,2,2,3,948,905,1325,1215,US,263,,217,190,0,70,43,LGA,MIA,1097,0,0,0,,0,0,0,0,0,0
1999,6,5,6,1055,1055,1400,1348,AA,1194,N552AA,185,173,166,12,0,MIA,LGA,1097,3,16,0,,0,0,0,0,0,0
1992,2,18,2,2354,2354,435,433,HP,125,,161,159,0,2,0,LAS,OMA,1099,0,0,0,,0,0,0,0,0,0
1994,11,14,1,2250,2250,2344,2345,HP,757,,174,175,0,-1,0,OMA,LAS,1099,0,0,0,,0,0,0,0,0,0
1999,2,24,3,1545,1545,1624,1635,WN,405,N635,159,170,147,-11,0,OMA,LAS,1099,4,8,0,,0,0,0,64,0,0
2004,4,8,4,920,920,1016,1020,WN,1160,N648SW,176,180,151,-4,0,OMA,LAS,1099,8,17,0,,0,0,0,0,0,0
2004,8,13,5,1609,1600,1642,1650,WN,1000,N432,153,170,145,-8,9,OMA,LAS,1099,3,5,0,,0,0,0,0,0,0
2008,9,19,5,1904,1905,2141,2140,WN,369,N484WN,157,155,144,1,-1,RSW,ISP,1101,4,9,0,,0,0,0,0,0,0
1996,8,12,1,803,806,1006,952,AA,1097,N541AA,183,166,154,14,-3,PBI,DFW,1103,16,13,0,,0,0,0,0,0,0
1998,10,30,5,1917,1920,2250,2300,DL,2014,N903DA,153,160,129,-10,-3,DFW,PBI,1103,7,17,0,,0,0,0,0,0,0
1990,3,8,4,851,845,1140,1144,US,193,,169,179,0,-4,6,SYR,TPA,1104,0,0,0,,0,0,16,5,0,19
1998,2,14,6,1920,1901,2104,2057,AS,705,N755AS,164,176,150,7,19,PHX,SEA,1107,4,10,0,,0,0,0,15,0,0
2003,3,5,3,1215,1211,1549,1559,AS,752,N977AS,154,168,132,-10,4,SEA,PHX,1107,8,14,0,,0,0,0,0,0,0
2004,11,16,2,1820,1826,2156,2207,AA,1142,N446AA,156,161,141,-11,-6,MCI,LGA,1107,4,11,0,,0,0,0,0,0,0
2006,1,23,1,2000,1945,2357,2328,AS,752,N965AS,177,163,151,29,15,SEA,PHX,1107,6,20,0,,0,0,0,0,0,0
2007,5,15,2,1456,1500,1749,1744,AS,802,N947AS,173,164,155,5,-4,SEA,PHX,1107,2,16,0,,0,0,0,0,0,0
2008,1,15,2,1120,1123,1328,1338,US,71,N675AW,188,195,168,-10,-3,PHX,SEA,1107,6,14,0,,0,0,0,0,0,0
2008,10,2,4,1448,1455,1742,1746,AS,638,N585AS,174,171,148,-4,-7,SEA,PHX,1107,8,18,0,,0,0,0,0,0,0
2006,1,25,3,1057,1100,1321,1341,DL,2038,N6714Q,144,161,130,-20,-3,TPA,BDL,1111,3,11,0,,0,0,0,0,0,0
1995,1,4,3,1250,1250,1627,1642,TW,760,N958U,157,172,138,-15,0,MCI,JFK,1113,11,8,0,,0,0,0,0,0,0
2001,7,19,4,840,755,1222,1148,CO,1916,N33637,162,173,146,34,45,IAH,PIT,1117,4,12,0,,0,0,320,13,0,0
2001,9,14,5,2000,1857,2147,2059,AA,1025,N566A1,167,182,146,48,63,ORD,ABQ,1118,7,14,0,,0,0,0,0,0,0
1993,11,15,1,1723,1725,2116,2059,DL,340,,173,154,0,17,-2,DFW,FLL,1119,0,0,0,,0,0,0,0,0,0
1998,1,17,6,1730,0,2104,0,AA,1296,N552AA,154,175,132,-20,1,DFW,FLL,1119,4,18,0,,0,23,0,0,0,0
2006,6,11,7,646,652,1025,1034,AA,2042,N404AA,159,162,143,-9,-6,DFW,FLL,1119,4,12,0,,0,0,0,0,0,0
1993,2,20,6,753,750,1139,1130,UA,1206,,166,160,0,9,3,ORD,RSW,1120,0,0,0,,0,7,0,26,0,0
2004,4,28,3,1356,1345,1606,1545,AA,1969,N477AA,190,180,167,21,11,RSW,ORD,1120,7,16,0,,0,0,0,0,0,0
1989,5,23,2,1302,1250,1643,1630,AA,880,,161,160,0,13,12,DFW,MIA,1121,0,0,1,,0,0,0,0,0,0
1989,6,10,6,845,827,1215,1222,AA,614,,150,175,0,-7,18,DFW,MIA,1121,0,0,0,,0,15,0,1,0,0
1991,4,28,7,1620,1527,1905,1745,AA,389,,225,198,0,80,53,MIA,DFW,1121,0,0,0,,0,0,0,0,0,0
1992,3,3,2,1302,1257,1650,1642,AA,880,,168,165,0,8,5,DFW,MIA,1121,0,0,0,,0,0,0,0,0,0
1993,6,9,3,1542,1541,1809,1743,AA,2341,,207,182,0,26,1,MIA,DFW,1121,0,0,0,,0,0,0,0,0,0
1994,9,3,6,1900,1900,2043,2058,AA,974,,163,178,0,-15,0,MIA,DFW,1121,0,0,0,,0,0,0,0,0,0
1997,6,20,5,1137,1140,1424,1435,DL,2504,N304DL,167,175,146,-11,-3,MCO,BOS,1121,6,15,0,,0,18,0,0,0,0
1998,9,14,1,1014,945,1154,1146,AA,1799,N718AA,160,181,142,8,29,MIA,DFW,1121,6,12,0,,0,0,0,0,0,0
1999,5,22,6,1919,1925,2214,2240,DL,2349,N237WA,175,195,153,-26,-6,BOS,MCO,1121,5,17,0,,0,0,0,46,0,0
1999,10,31,7,1652,1650,1846,1858,AA,1769,N1AUAA,174,188,144,-12,2,MIA,DFW,1121,15,15,0,,0,0,96,0,0,0
2001,4,16,1,656,700,1009,1010,DL,2451,-N307D,193,190,171,-1,-4,BOS,MCO,1121,5,17,0,,0,39,0,0,0,0
2001,9,18,2,754,755,1057,1110,DL,2351,-N312D,183,195,158,-13,-1,BOS,MCO,1121,6,19,0,,0,0,0,0,0,0
2005,9,23,5,1801,1800,2055,2051,DL,2012,N651DL,174,171,151,4,1,MCO,BOS,1121,14,9,0,,0,0,0,0,0,0
1990,10,31,3,1027,1029,1453,1503,UA,680,,146,154,0,-10,-2,DEN,DTW,1123,0,0,0,,0,0,0,0,0,0
1996,7,9,2,1437,1440,1908,1925,NW,1228,N318US,151,165,128,-17,-3,DEN,DTW,1123,10,13,0,,0,0,0,0,0,0
1998,1,9,5,1431,1430,1916,1918,NW,240,N290US,165,168,122,-2,1,DEN,DTW,1123,28,15,0,,0,42,0,0,0,7
1988,10,15,6,1429,1430,1807,1810,NW,724,,158,160,0,-3,-1,MSP,BOS,1124,0,0,0,,0,0,0,0,0,0
1996,1,23,2,1257,1300,1604,1602,NW,243,N203US,187,182,152,2,-3,FLL,DTW,1127,23,12,0,,0,0,0,0,0,0
2002,8,21,3,1215,1215,1657,1705,WN,1474,N678,162,170,138,-8,0,PHX,LIT,1136,2,22,0,,0,13,0,15,0,114
2006,2,6,1,710,715,920,935,WN,744,N210,190,200,180,-15,-5,LIT,PHX,1136,5,5,0,,0,0,0,0,0,0
1989,5,25,4,930,940,1215,1215,PA (1),430,,165,155,0,0,-10,STX,MIA,1139,0,0,0,,0,28,0,0,0,0
1997,10,11,6,1459,1507,1754,1753,AA,706,N886AA,175,166,153,1,-8,STX,MIA,1139,13,9,0,,0,0,0,0,0,0
2000,7,21,5,849,845,1217,1238,NW,256,N308US,148,173,133,-21,4,MEM,BOS,1139,6,9,0,,0,0,0,0,0,0
1990,7,15,7,1705,1705,2144,2147,HP,595,,159,162,0,-3,0,LAS,MCI,1140,0,0,0,,0,0,0,0,0,0
2004,6,8,2,1429,1415,1821,1803,NW,1274,N328NW,172,168,151,18,14,BOI,MSP,1142,5,16,0,,0,0,0,0,0,0
1988,8,10,3,1105,1105,1452,1440,DL,203,,167,155,0,12,0,ORD,PBI,1144,0,0,0,,0,0,0,0,0,0
2008,3,3,1,1146,900,1539,1250,AA,1823,N4XUAA,173,170,156,169,166,ORD,PBI,1144,2,15,0,,0,0,0,0,0,0
1993,12,18,6,1823,1810,2119,2115,NW,1710,,176,185,0,4,13,MIA,DTW,1145,0,0,0,,0,0,0,0,0,0
2005,10,23,7,1243,1227,1448,1432,NW,1987,N350NB,185,185,164,16,16,DTW,AUS,1149,5,16,0,,0,0,0,0,0,0
1997,3,28,5,858,900,1004,1015,UA,1423,N917UA,186,195,163,-11,-2,CMH,DEN,1155,5,18,0,,0,0,0,0,0,0
2000,10,7,6,1905,1910,2339,2348,UA,1492,N350UA,154,158,127,-9,-5,DEN,CMH,1155,6,21,0,,0,0,0,0,0,0
1989,1,28,6,1936,1928,2133,2150,TW,395,,177,202,0,-17,8,STL,SLC,1156,0,0,0,,0,0,0,0,0,0
1989,4,29,6,918,918,1258,1301,DL,1430,,160,163,0,-3,0,SLC,STL,1156,0,0,0,,0,70,0,6,0,0
1990,11,12,1,1517,1517,1905,1907,TW,54,,168,170,0,-2,0,SLC,STL,1156,0,0,0,,0,0,0,0,0,0
1996,1,1,1,1315,1210,1700,1605,WN,1785,N616,165,175,153,55,65,SLC,STL,1156,2,10,0,,0,0,0,0,0,0
2000,2,13,7,2039,2030,2331,2250,TW,301,N925TW,232,200,186,41,9,STL,SLC,1156,4,42,0,,0,0,0,0,0,0
2007,3,5,1,1914,1915,2241,2305,WN,1111,N403WN,147,170,138,-24,-1,MDW,FLL,1166,2,7,0,,0,0,0,0,0,0
2008,4,9,3,650,655,906,906,CO,716,N14347,196,191,164,0,-5,EWR,MSY,1167,4,28,0,,0,0,0,0,0,0
1994,9,18,7,809,805,909,904,AA,1841,,180,179,0,5,4,DFW,SAN,1171,0,0,0,,0,0,0,9,0,17
2000,5,26,5,1414,1403,1510,1511,AA,1191,N444AA,176,188,149,-1,11,DFW,SAN,1171,3,24,0,,0,0,0,0,0,0
2001,4,12,4,1610,1545,1729,1701,DL,563,-N916D,199,196,169,28,25,DFW,SAN,1171,3,27,0,,0,0,0,0,0,0
2001,10,6,6,2053,2100,2157,2208,AA,773,N485A1,184,188,163,-11,-7,DFW,SAN,1171,3,18,0,,0,0,0,0,0,0
2004,4,8,4,2043,2040,2147,2141,AA,1108,N5EDAA,184,181,161,6,3,DFW,SAN,1171,2,21,0,,0,0,0,0,0,0
1987,12,14,1,2021,1959,2340,2329,AA,472,,139,150,0,11,22,DFW,IAD,1172,0,0,0,,0,0,0,0,0,0
1996,10,12,6,1206,1200,1551,1547,UA,1040,N915UA,165,167,150,4,6,DFW,IAD,1172,7,8,0,,0,0,0,16,0,8
1998,8,13,4,810,810,1212,1205,AA,2088,N508AA,182,175,145,7,0,DFW,IAD,1172,5,32,0,,0,0,0,0,0,0
1999,9,22,3,1902,1906,2115,2119,AA,373,N452AA,193,193,151,-4,-4,IAD,DFW,1172,24,18,0,,0,0,0,0,0,0
2001,2,16,5,752,749,1017,1007,AA,599,N716A1,205,198,191,10,3,IAD,DFW,1172,6,8,0,,0,0,0,0,0,0
2002,4,15,1,2047,2051,26,38,AA,624,N423AA,159,167,141,-12,-4,DFW,IAD,1172,5,13,0,,0,0,0,0,0,0
2008,8,29,5,907,910,1011,1013,NW,613,N327NW,184,183,163,-2,-3,MSP,GEG,1175,6,15,0,,0,55,0,0,0,14
1996,11,16,6,1753,1750,1959,2016,TW,881,N952U,186,206,165,-17,3,JFK,MSY,1182,4,17,0,,0,0,0,0,0,0
1996,12,7,6,1624,0,2042,0,AA,204,N561AA,198,176,177,21,-1,ORD,FLL,1182,6,15,0,,0,3,0,0,0,13
